2010	1	13	7	30	28	-37.04636	-73.5083	-7.1	3.3
2010	1	13	7	30	38	-37.04634	-73.50827	-6.6	3.1
2010	1	13	7	30	48	-37.04634	-73.50827	-4.7	3.1
2010	1	13	7	30	58	-37.04634	-73.50827	-3.2	3
2010	1	13	7	31	8	-37.04634	-73.50827	-3.2	3.1
2010	1	13	7	31	18	-37.04634	-73.50827	-3.2	3.4
2010	1	13	7	31	28	-37.04635	-73.50828	-2.7	NaN
2010	1	13	7	31	38	-37.04633	-73.50828	-3.2	3.1
2010	1	13	7	31	48	-37.04634	-73.5083	-3.2	NaN
2010	1	13	7	31	58	-37.04634	-73.50831	-2.7	NaN
2010	1	13	7	32	8	-37.04637	-73.50831	-3.2	3.2
2010	1	13	7	32	18	-37.04637	-73.5083	-2.7	3.2
2010	1	13	7	32	28	-37.04634	-73.5083	-2.7	3.2
2010	1	13	7	32	38	-37.04634	-73.50829	-2.7	3.3
2010	1	13	7	32	48	-37.04634	-73.50828	-2.3	3.2
2010	1	13	7	32	58	-37.04633	-73.5083	-3.2	3
2010	1	13	7	33	8	-37.04632	-73.50832	-2.7	3.5
2010	1	13	7	33	18	-37.04633	-73.50833	-2.3	3.2
2010	1	13	7	33	28	-37.04634	-73.50832	-2.3	3.3
2010	1	13	7	33	38	-37.04636	-73.50832	-1.8	3
2010	1	13	7	33	48	-37.04634	-73.50833	-1.8	NaN
2010	1	13	7	33	58	-37.04628	-73.50834	-2.3	3
2010	1	13	7	34	8	-37.04627	-73.50829	-2.3	3.2
2010	1	13	7	34	18	-37.04638	-73.50826	-2.3	3.2
2010	1	13	7	34	28	-37.04657	-73.50824	-0.8	3
2010	1	13	7	34	38	-37.04674	-73.50806	-1.3	3.7
2010	1	13	7	34	48	-37.04698	-73.50798	-1.8	3.5
2010	1	13	7	34	58	-37.04722	-73.50793	-2.3	3.3
2010	1	13	7	35	8	-37.04749	-73.50793	-3.2	3.4
2010	1	13	7	35	18	-37.04775	-73.50794	-4.2	3.6
2010	1	13	7	35	28	-37.04802	-73.5079	-0.8	3.2
2010	1	13	7	35	38	-37.04829	-73.50787	-3.2	3.3
2010	1	13	7	35	48	-37.04855	-73.50782	-1.3	3.2
2010	1	13	7	35	58	-37.04876	-73.50766	-1.8	3.1
2010	1	13	7	36	8	-37.04897	-73.50755	-1.8	3.2
2010	1	13	7	36	18	-37.04922	-73.50754	-2.3	3.2
2010	1	13	7	36	28	-37.04946	-73.50755	-1.8	3.6
2010	1	13	7	36	38	-37.04969	-73.50752	-1.8	3.6
2010	1	13	7	36	48	-37.0499	-73.50761	-1.8	3.6
2010	1	13	7	36	58	-37.05012	-73.50773	-2.3	3.5
2010	1	13	7	37	8	-37.05035	-73.50781	-1.8	3.6
2010	1	13	7	37	18	-37.05058	-73.50796	-1.3	3.6
2010	1	13	7	37	28	-37.05079	-73.50815	-1.8	3.5
2010	1	13	7	37	38	-37.05098	-73.50835	-1.8	3.6
2010	1	13	7	37	48	-37.05123	-73.5084	-2.7	3.5
2010	1	13	7	37	58	-37.05147	-73.50856	-1.3	3.9
2010	1	13	7	38	8	-37.05165	-73.50882	-1.3	4.6
