2010	3	22	11	27	24	-37.05238333	-73.5042		3.6
2010	3	22	11	27	25	-37.0524	-73.5042		3.6
2010	3	22	11	27	28	-37.05246667	-73.50421667		3.4
2010	3	22	11	27	30	-37.05251667	-73.50421667		3.5
2010	3	22	11	27	32	-37.05255	-73.5042		3.6
2010	3	22	11	27	34	-37.0526	-73.50418333		3.5
2010	3	22	11	27	36	-37.05265	-73.50415		3.3
2010	3	22	11	27	38	-37.05271667	-73.50411667		3.3
2010	3	22	11	27	40	-37.05276667	-73.5041		3.7
2010	3	22	11	27	50	-37.05301667	-73.504		3.4
2010	3	22	11	28	0	-37.0533	-73.50395		3.5
2010	3	22	11	28	10	-37.0536	-73.50395		3.8
2010	3	22	11	28	20	-37.0539	-73.50396667		3.9
2010	3	22	11	28	30	-37.05418333	-73.50398333		4.2
2010	3	22	11	28	40	-37.0545	-73.50408333		3.9
2010	3	22	11	28	50	-37.05485	-73.50425		NaN
2010	3	22	11	29	0	-37.05523333	-73.50441667		NaN
2010	3	22	11	29	10	-37.05565	-73.50458333		NaN
2010	3	22	11	29	20	-37.05605	-73.50476667		NaN
2010	3	22	11	29	30	-37.05645	-73.50493333		NaN
2010	3	22	11	29	40	-37.05685	-73.5051		NaN
2010	3	22	11	29	50	-37.05731667	-73.50526667		0.4
2010	3	22	11	30	0	-37.0578	-73.50545		NaN
2010	3	22	11	30	10	-37.05831667	-73.50561667		0.5
2010	3	22	11	30	20	-37.05881667	-73.50578333		0.4
2010	3	22	11	30	30	-37.05938333	-73.50595		0.5
2010	3	22	11	30	40	-37.06006667	-73.50611667		0.5
2010	3	22	11	30	50	-37.0608	-73.50631667		NaN
2010	3	22	11	31	0	-37.06155	-73.5065		NaN
2010	3	22	11	31	10	-37.06226667	-73.50675		0.5
2010	3	22	11	31	20	-37.06298333	-73.50703333		0.5
2010	3	22	11	31	30	-37.0636	-73.50726667		0.5
2010	3	22	11	31	40	-37.06408333	-73.50746667		NaN
2010	3	22	11	31	50	-37.06456667	-73.50768333		NaN
2010	3	22	11	32	0	-37.06478333	-73.5078		5.2
2010	3	22	11	32	10	-37.06488333	-73.50783333		4.2
2010	3	22	11	32	20	-37.06493333	-73.50783333		3.8
