2011	2	22	13	10	10	-37.04707559	-73.50631415	-2.746704102	2.200366974
2011	2	22	13	10	12	-37.04707484	-73.50631306	-2.265991211	1.995258331
2011	2	22	13	10	14	-37.04708213	-73.50630904	-2.265991211	2.200366974
2011	2	22	13	10	16	-37.04708624	-73.50630728	-2.746704102	1.995258331
2011	2	22	13	10	18	-37.04708263	-73.50630736	-2.746704102	2.102695465
2011	2	22	13	10	20	-37.04707886	-73.50630744	-2.265991211	2.102695465
2011	2	22	13	10	22	-37.04707232	-73.5063077	-2.746704102	2.102695465
2011	2	22	13	10	24	-37.04706805	-73.5063077	-2.746704102	1.995258331
2011	2	22	13	10	26	-37.04706419	-73.50630795	-2.746704102	2.102695465
2011	2	22	13	10	28	-37.04705849	-73.5063082	-2.746704102	2.102695465
2011	2	22	13	10	30	-37.0470538	-73.50631029	-2.746704102	2.102695465
2011	2	22	13	10	32	-37.04705003	-73.50631532	-2.746704102	2.102695465
2011	2	22	13	10	34	-37.04704776	-73.50631876	-2.746704102	2.102695465
2011	2	22	13	10	36	-37.04704299	-73.5063227	-2.746704102	2.102695465
2011	2	22	13	10	38	-37.0470388	-73.50632647	-2.746704102	1.995258331
2011	2	22	13	10	40	-37.04703452	-73.50633007	-2.746704102	2.102695465
2011	2	22	13	10	42	-37.04703192	-73.50633158	-2.746704102	2.102695465
2011	2	22	13	10	44	-37.04702807	-73.50633485	-2.746704102	2.102695465
2011	2	22	13	10	46	-37.04702346	-73.50633929	-2.746704102	1.995258331
2011	2	22	13	10	48	-37.04702136	-73.50634072	-2.265991211	2.102695465
2011	2	22	13	10	50	-37.04701717	-73.50634407	-2.746704102	2.102695465
2011	2	22	13	10	52	-37.04701214	-73.50634634	-2.265991211	1.995258331
2011	2	22	13	10	54	-37.04701172	-73.50634768	-2.746704102	1.995258331
2011	2	22	13	10	56	-37.04701172	-73.50634835	-2.746704102	2.102695465
2011	2	22	13	10	58	-37.04701222	-73.50634885	-2.746704102	2.102695465
2011	2	22	13	11	0	-37.04701038	-73.50635044	-2.746704102	1.995258331
2011	2	22	13	11	2	-37.04700493	-73.50635489	-2.746704102	1.995258331
2011	2	22	13	11	4	-37.04700166	-73.50635807	-2.746704102	1.897590637
2011	2	22	13	11	6	-37.04699865	-73.50635807	-2.746704102	1.897590637
2011	2	22	13	11	8	-37.04699437	-73.50635665	-2.746704102	1.799919128
2011	2	22	13	11	10	-37.04699219	-73.50635547	-3.227294922	1.799919128
2011	2	22	13	11	12	-37.04699269	-73.50635447	-3.227294922	1.799919128
